====================================================================================================
[Episode 1 START]
字段: Episode | Step | GlobalStep | Source | action_y | action_z | magnitude | angle_deg | direction | turn_angle_deg
方向角: +Y=0deg, +Z=+90deg, -Y=+/-180deg, -Z=-90deg
当前实验 sac_action_step = 0.05 mm；实际每轴参考增量 = action × 0.05 mm
----------------------------------------------------------------------------------------------------
Episode=1 | Step=1 | GlobalStep=1 | Source=WARMUP_RANDOM | action_y=-0.460973 | action_z=+0.412706 | magnitude=0.618726 | angle_deg=+138.16 | direction=-Y+Z | turn_angle_deg=N/A
Episode=1 | Step=2 | GlobalStep=2 | Source=WARMUP_RANDOM | action_y=-0.559729 | action_z=-0.091764 | magnitude=0.567202 | angle_deg=-170.69 | direction=-Y | turn_angle_deg=51.15
Episode=1 | Step=3 | GlobalStep=3 | Source=WARMUP_RANDOM | action_y=-0.288196 | action_z=-0.504632 | magnitude=0.581128 | angle_deg=-119.73 | direction=-Y-Z | turn_angle_deg=50.96
Episode=1 | Step=4 | GlobalStep=4 | Source=WARMUP_RANDOM | action_y=+0.409199 | action_z=+0.935825 | magnitude=1.021378 | angle_deg=+66.38 | direction=+Y+Z | turn_angle_deg=173.89
Episode=1 | Step=5 | GlobalStep=5 | Source=WARMUP_RANDOM | action_y=+0.819709 | action_z=+0.223793 | magnitude=0.849709 | angle_deg=+15.27 | direction=+Y | turn_angle_deg=51.11
Episode=1 | Step=6 | GlobalStep=6 | Source=WARMUP_RANDOM | action_y=+0.749941 | action_z=-0.952632 | magnitude=1.212402 | angle_deg=-51.79 | direction=+Y-Z | turn_angle_deg=67.06
Episode=1 | Step=7 | GlobalStep=7 | Source=WARMUP_RANDOM | action_y=-0.990281 | action_z=+0.360874 | magnitude=1.053986 | angle_deg=+159.98 | direction=-Y | turn_angle_deg=148.23
Episode=1 | Step=8 | GlobalStep=8 | Source=WARMUP_RANDOM | action_y=-0.926207 | action_z=+0.415089 | magnitude=1.014967 | angle_deg=+155.86 | direction=-Y+Z | turn_angle_deg=4.12
Episode=1 | Step=9 | GlobalStep=9 | Source=WARMUP_RANDOM | action_y=-0.659191 | action_z=-0.600769 | magnitude=0.891884 | angle_deg=-137.65 | direction=-Y-Z | turn_angle_deg=66.49
Episode=1 | Step=10 | GlobalStep=10 | Source=WARMUP_RANDOM | action_y=+0.210864 | action_z=+0.512022 | magnitude=0.553742 | angle_deg=+67.62 | direction=+Z | turn_angle_deg=154.73
Episode=1 | Step=11 | GlobalStep=11 | Source=WARMUP_RANDOM | action_y=+0.371321 | action_z=-0.018523 | magnitude=0.371783 | angle_deg=-2.86 | direction=+Y | turn_angle_deg=70.47
Episode=1 | Step=12 | GlobalStep=12 | Source=WARMUP_RANDOM | action_y=+0.752854 | action_z=-0.847338 | magnitude=1.133478 | angle_deg=-48.38 | direction=+Y-Z | turn_angle_deg=45.52
Episode=1 | Step=13 | GlobalStep=13 | Source=WARMUP_RANDOM | action_y=+0.551542 | action_z=+0.835236 | magnitude=1.000909 | angle_deg=+56.56 | direction=+Y+Z | turn_angle_deg=104.94
Episode=1 | Step=14 | GlobalStep=14 | Source=WARMUP_RANDOM | action_y=+0.182754 | action_z=+0.658567 | magnitude=0.683454 | angle_deg=+74.49 | direction=+Z | turn_angle_deg=17.93
Episode=1 | Step=15 | GlobalStep=15 | Source=WARMUP_RANDOM | action_y=-0.807519 | action_z=-0.849971 | magnitude=1.172407 | angle_deg=-133.53 | direction=-Y-Z | turn_angle_deg=151.98
Episode=1 | Step=16 | GlobalStep=16 | Source=WARMUP_RANDOM | action_y=-0.213919 | action_z=+0.957785 | magnitude=0.981383 | angle_deg=+102.59 | direction=+Z | turn_angle_deg=123.88
Episode=1 | Step=17 | GlobalStep=17 | Source=WARMUP_RANDOM | action_y=+0.937008 | action_z=+0.740313 | magnitude=1.194172 | angle_deg=+38.31 | direction=+Y+Z | turn_angle_deg=64.28
Episode=1 | Step=18 | GlobalStep=18 | Source=WARMUP_RANDOM | action_y=-0.652032 | action_z=-0.750286 | magnitude=0.994019 | angle_deg=-130.99 | direction=-Y-Z | turn_angle_deg=169.30
Episode=1 | Step=19 | GlobalStep=19 | Source=WARMUP_RANDOM | action_y=+0.739877 | action_z=+0.135836 | magnitude=0.752243 | angle_deg=+10.40 | direction=+Y | turn_angle_deg=141.40
Episode=1 | Step=20 | GlobalStep=20 | Source=WARMUP_RANDOM | action_y=-0.103049 | action_z=-0.220652 | magnitude=0.243529 | angle_deg=-115.03 | direction=-Y-Z | turn_angle_deg=125.44
Episode=1 | Step=21 | GlobalStep=21 | Source=WARMUP_RANDOM | action_y=+0.824421 | action_z=+0.001732 | magnitude=0.824423 | angle_deg=+0.12 | direction=+Y | turn_angle_deg=115.15
Episode=1 | Step=22 | GlobalStep=22 | Source=WARMUP_RANDOM | action_y=+0.696830 | action_z=+0.058480 | magnitude=0.699279 | angle_deg=+4.80 | direction=+Y | turn_angle_deg=4.68
Episode=1 | Step=23 | GlobalStep=23 | Source=WARMUP_RANDOM | action_y=-0.247090 | action_z=+0.548566 | magnitude=0.601646 | angle_deg=+114.25 | direction=-Y+Z | turn_angle_deg=109.45
Episode=1 | Step=24 | GlobalStep=24 | Source=WARMUP_RANDOM | action_y=+0.394313 | action_z=+0.053713 | magnitude=0.397955 | angle_deg=+7.76 | direction=+Y | turn_angle_deg=106.49
Episode=1 | Step=25 | GlobalStep=25 | Source=WARMUP_RANDOM | action_y=-0.412104 | action_z=+0.884011 | magnitude=0.975349 | angle_deg=+114.99 | direction=-Y+Z | turn_angle_deg=107.24
Episode=1 | Step=26 | GlobalStep=26 | Source=WARMUP_RANDOM | action_y=+0.998886 | action_z=-0.029651 | magnitude=0.999326 | angle_deg=-1.70 | direction=+Y | turn_angle_deg=116.69
Episode=1 | Step=27 | GlobalStep=27 | Source=WARMUP_RANDOM | action_y=-0.342433 | action_z=-0.304161 | magnitude=0.458012 | angle_deg=-138.39 | direction=-Y-Z | turn_angle_deg=136.69
Episode=1 | Step=28 | GlobalStep=28 | Source=WARMUP_RANDOM | action_y=+0.961497 | action_z=+0.412411 | magnitude=1.046211 | angle_deg=+23.22 | direction=+Y+Z | turn_angle_deg=161.60
Episode=1 | Step=29 | GlobalStep=29 | Source=WARMUP_RANDOM | action_y=+0.562334 | action_z=+0.722795 | magnitude=0.915780 | angle_deg=+52.12 | direction=+Y+Z | turn_angle_deg=28.90
Episode=1 | Step=30 | GlobalStep=30 | Source=WARMUP_RANDOM | action_y=+0.405457 | action_z=-0.947370 | magnitude=1.030488 | angle_deg=-66.83 | direction=+Y-Z | turn_angle_deg=118.95
Episode=1 | Step=31 | GlobalStep=31 | Source=WARMUP_RANDOM | action_y=-0.168186 | action_z=+0.275035 | magnitude=0.322383 | angle_deg=+121.45 | direction=-Y+Z | turn_angle_deg=171.72
